Gene.symbol	Gene.ID	adj.P.Val	logFC
NYNRIN	57523	0.0690264921137894	0.331272666445735
		0.0690337131898089	0.413455229898624
METTL15	196074	0.0690337131898089	0.410176903434111
KRTAP19-1	337882	0.0690647626806013	0.166826985840694
SEPT1	1731	0.0691253971391312	-0.618444981697834
UBA52	7311	0.0691993547665404	0.186024400736645
		0.0692154846797203	-0.230878791533704
GRM8	2918	0.0692354210513727	0.130619670424457
CD93	22918	0.0692373406729674	-0.667787083461116
ZNF346	23567	0.0692773832470937	0.17036700490381
C1QTNF4	114900	0.0693187405351695	0.272514606721622
GLCE	26035	0.0693643746523264	0.372357069123728
B3GALNT1	8706	0.0694230127415909	0.417454903316111
		0.0694345976493395	0.243571901226178
		0.0694345976493395	0.176144176795102
		0.0694500628555657	-0.100945694585734
		0.0694533520159512	0.265012214455212
SLC23A2	9962	0.069478733189677	-0.17956617175237
		0.0694843255683131	0.330635773700871
		0.0695008067749195	0.315464765005363
MIR135A1	406925	0.0695185610174179	-0.15300773187252
		0.0695185610174179	0.289515294142501
		0.0695482902646662	-0.135119268966388
CENPB	1059	0.0695722085329481	0.162345216241556
CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3///CT45A8	102723737///102723680///102723631///101060211///728911///541466///541465///441521///441519///102723737	0.0695722085329481	0.375489048906314
CMC4///MTCP1	100272147///4515	0.0696326703100966	0.213276553919545
GAS5///SNORD47	60674///26802	0.0696386027325658	0.424073267019671
C1QTNF1	114897	0.0696452479775641	-0.153332242477204
KLK15	55554	0.0696607839547973	0.125024272641516
ABCB8	11194	0.0696691812198145	0.170584300456285
MROH5	389690	0.069695796459951	-0.134431103879135
		0.0697287768474459	0.144191504797604
ELOVL3	83401	0.0697331696408699	0.198960522850886
TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	7120///7116///7115///7114	0.0698059835217742	-0.228216084231367
		0.069998552865575	-0.0797346214530674
GRIP2	80852	0.0700243395081862	-0.127837903026641
BAK1	578	0.0700286811387724	0.171724786361705
		0.0700286811387724	0.306428109851781
RASIP1	54922	0.07006908584418	0.154022795811193
SPANXB1	728695	0.0700800457559396	0.228916227610764
FGFR3	2261	0.070080538739832	0.15675735891239
SEMA4G	57715	0.0700905373850808	-0.138239981465579
		0.0701144582512908	-0.306320434993739
TRIM32	22954	0.0701270973984544	0.423769386254063
CFAP73	387885	0.0701270973984544	0.164684646340249
HRASLS5	117245	0.0701329557838203	-0.178824368842658
		0.0701347313666216	0.517997301605224
		0.0701421239806912	0.258400998982656
		0.0701670780166428	0.0776918019908832
ONECUT1	3175	0.0702330959183482	-0.134952250798499
		0.0702774718453762	-0.285810702707845
PPP1R1B	84152	0.0703276834744011	-0.147529178084924
		0.0703485041074421	0.180975585429825
ZBTB24	9841	0.0703609839991973	-0.252729623119438
SUMF2	25870	0.0704117011508485	0.294356212165566
HRH2	3274	0.0704411869896832	-0.504976004633643
		0.0704491223522664	-0.205171438079387
ITFG2	55846	0.0704694311974044	-0.215575160518683
		0.0705159878602827	-0.262631958367958
WISP2	8839	0.0705214570984656	-0.129457920504023
		0.0705230765256716	0.258219358055428
TMEM141	85014	0.0705390933417213	-0.209543078458431
ABHD12B	145447	0.0705390933417213	0.44396429046701
TNFAIP8L2-SCNM1///SCNM1	100534012///79005	0.0705390933417213	-0.175941505148396
FSIP2	401024	0.0705806825110661	-0.0806426064464487
FOSL2	2355	0.0705996194884923	-0.57489697786608
TMEM133	83935	0.0706317247000558	0.507809380437333
IGSF21	84966	0.0706759678737525	-0.15193114201448
CLEC3A	10143	0.0706759678737525	-0.128646402076166
LAD1	3898	0.0706851197119138	-0.154926219855174
		0.0707053074731238	0.197043482938139
CFB	629	0.0707063161502586	-0.312245676229933
USP9X	8239	0.0707523688886685	-0.139461411792601
		0.0707698043423265	0.0729079791298046
ATG12	9140	0.0707905275865305	-0.149199093904342
FSD1	79187	0.0708486684832541	0.222506530582693
POU4F3	5459	0.0708901961066561	-0.118518623855891
KLHL15	80311	0.070936403860654	0.208353305143393
		0.0709371392236314	-0.506859802327194
		0.0709371392236314	0.270102437566067
SNORD21	6083	0.0709429739334849	0.394404631072236
PTK2	5747	0.0709578949291679	0.706329941275348
RASEF	158158	0.0709686062900127	0.321231858690503
GPER1	2852	0.0709805070816549	-0.228996565570893
		0.0710419116570495	0.408838567657074
GAS8-AS1	750	0.0710427829304902	-0.113021824780259
		0.0710511871313187	-0.0807281760674066
		0.0710552766128179	0.218599387034693
AMFR	267	0.0710677961391753	-0.201207540667976
		0.0710677961391753	0.171218339644374
		0.0710686661941338	-0.153048578663864
		0.0710871687657424	0.110193816507064
		0.0711044400611064	-0.590074863094229
		0.0711422140181185	-0.152712035441982
ADCYAP1	116	0.0711422140181185	0.233714191341139
		0.0711886044106871	-0.0969161245163597
GPC1	2817	0.0711893633244788	-0.146377070804932
OR1S1	219959	0.0712190241806609	0.113650372315573
FAM192A	80011	0.0712190241806609	-0.125379925513139
		0.0712442394185869	-0.351188484111389
OR4K15	81127	0.0712553904456315	-0.144573139490613
DAD1	1603	0.0712562596214009	-0.139347845944034
SLCO6A1	133482	0.0714128031993677	0.064727207280888
		0.0714128031993677	0.23649871059753
ACR	49	0.0714384755438981	0.168903957446453
PLEKHG1///PLEKHG1	57480///57480	0.0714569821331979	-0.569181765544966
		0.0714815206498871	-0.0803937335812588
KCNH4	23415	0.071487685104601	-0.166367339315217
FLJ44874	399990	0.0715092314616825	0.174193397892543
		0.0715421740848311	0.275982290749692
		0.0715894815416271	-0.470565397756837
		0.0716142159087264	0.136873020035401
MRGPRX1	259249	0.0716142159087264	-0.15766173271107
FRMPD1	22844	0.0716621284963619	0.21149827401788
RASA1	5921	0.0716621284963619	-0.180005623369929
PIEZO2	63895	0.0716687969181589	0.383754297790629
		0.0716735975786379	-0.183674313963348
		0.071691599391438	0.329354616138923
		0.0717092798115527	0.208369866628822
CRYBA4	1413	0.0717431456297137	-0.161593607696227
		0.0718188994387619	-0.239188166833363
MGLL	11343	0.0718954485596014	0.357614850504742
HMGA1	3159	0.0720217985330622	0.272092820524943
		0.0720860801117025	0.201970318299113
		0.0721391906077169	0.0526143015378144
TEX264	51368	0.0721391906077169	-0.133087582120857
ARHGAP5-AS1	84837	0.0721406677339877	0.212665644250492
TMEM26	219623	0.0721969116031016	0.393735515416055
		0.0721969116031016	-0.123589971405152
SLC7A14	57709	0.0722270980731476	-0.119051811443231
SLC30A4	7782	0.0722270980731476	-0.516020667296798
GPA33	10223	0.0722970660132319	-0.479935458190419
ALG6	29929	0.0722970660132319	0.260820763478813
ADAM20	8748	0.0723227438713287	-0.176435867597891
		0.0723230920388006	0.236692397911674
SLC7A6OS	84138	0.0723417800224255	-0.126191806812447
		0.072375569654477	-0.10297724726712
ISLR2///ISLR2	57611///57611	0.0724269033629221	-0.110813290772213
DNMT3A	1788	0.0725414636761476	-0.198422123197746
SREBF1	6720	0.072566147273102	0.169687340175936
SLC9A2	6549	0.0725830310838308	0.199654834836941
		0.0726195475328776	0.13511167536921
		0.0726208215409265	-0.139572503833184
		0.0726558635677227	0.156408038006258
ADGRG2	10149	0.072680175675638	-0.114479362281246
		0.0727100639653072	0.364091159157693
		0.0727141268129869	-0.0799631450066154
LRRC38	126755	0.0727141268129869	0.290918083545681
FGF18	8817	0.072766690503687	0.146988300058823
		0.0727854230075625	0.073527461504916
PRSS12	8492	0.0727854230075625	0.262398684306991
		0.0728029598704257	-0.186973281016447
SIPA1L3	23094	0.07281701582867	-0.301705982840517
PINK1-AS	100861548	0.07281701582867	-0.257616845445021
		0.0728345686555074	0.113965780013589
		0.0728345686555074	-0.0568430940368327
PGM3	5238	0.0728376065674968	0.36657953678706
SLC14A1	6563	0.0728423397255241	-0.480677259993206
		0.0728481323739717	-0.250479458313427
LRRFIP1	9208	0.0728574310758502	-0.43483669368246
PRSS30P	124221	0.0728891930642673	-0.151159747484893
DKK1	22943	0.0730195501397381	0.329452259707849
FAM177A1	283635	0.0730550216260227	-0.303548481214196
		0.0730730650886783	0.536251843484892
ITIH6	347365	0.0730730650886783	-0.118338201407652
AFF3	3899	0.0730924731223389	0.696401866376902
HYDIN2///HYDIN	100288805///54768	0.0730924731223389	-0.143834831721259
		0.0731315067889603	-0.161030525431433
AURKAIP1	54998	0.0731344523822503	-0.220367787360094
		0.0731349504362427	0.12540382326855
RAB21	23011	0.0731349504362427	-0.212438861001429
PNPLA5	150379	0.073138578479887	-0.122803048501161
ADAM6	8755	0.0731512319650636	-0.119569928466119
		0.073154280266572	-0.149141552470049
GAB1	2549	0.0731695207854116	0.902210073659576
		0.0731798425555595	-0.29072519053603
		0.0732225804561233	-0.096759112833364
LOC647115	647115	0.0732387838890346	-0.15559139799553
		0.0733037506589977	0.173024476644913
		0.073305535573581	-0.176103161706414
ANKRD18A	253650	0.0733491239673833	-0.314885065467909
GOSR1	9527	0.0733694828775885	-0.14305250102485
PLAGL1	5325	0.0734053351654527	-0.50881842410459
TPR	7175	0.0734370522764183	-0.158052007505274
ASTL	431705	0.0734556526671973	-0.155294615847486
VEZF1	7716	0.0734596721171496	-0.167298049327726
TMTC2	160335	0.0735010570544519	-0.429885754525478
SAP30BP	29115	0.0735032342938002	-0.190854778986051
CD163	9332	0.0736332506667152	-0.577095322240298
ZNF426	79088	0.0736476988520125	0.395760197157344
NOX4	50507	0.0736644103781676	-0.133373057695511
NLGN1	22871	0.0736644103781676	0.391957348318789
		0.073715785137661	0.230902801160205
POU3F1	5453	0.073715785137661	-0.172631971157157
ORAI3	93129	0.0737357925113137	-0.240094379775253
		0.073740976852988	0.14670273914947
DDX25	29118	0.0737573299207509	0.258703241470768
FRAS1	80144	0.0737882606025057	0.122169681522439
		0.0738109817341832	-0.299487418585733
TEAD3	7005	0.0738163116729631	-0.147754797394066
LOC100129888///NIF3L1	100129888///60491	0.0738231172662234	0.252723672768459
		0.0738486281279126	-0.25760467851886
LAT2	7462	0.0738646216296087	0.624502474508676
CUL7	9820	0.0738807317675602	0.147424046848382
SERP2	387923	0.0739009484839432	-0.155681679846055
		0.0739085960714344	0.423870529035043
SIN3A	25942	0.0739812911913905	-0.159222669422494
TBC1D21	161514	0.0740009478371953	-0.145650485335416
		0.0740274462395691	0.10723034692169
		0.0740338029176781	0.18776700576274
		0.0740629796720005	-0.140181015829251
		0.0740715449943498	0.347241885753085
DPCR1	135656	0.074108865262731	-0.146793839519397
AGGF1	55109	0.0741898715908757	-0.142198984140715
RBM22	55696	0.0742104609796229	-0.13610631387091
MOG	4340	0.0742175068305859	-0.219606205508668
OR2L5	81466	0.0742525829316022	-0.281918165223672
		0.0742564018094468	-0.137959347940998
		0.0742759293930612	-0.126465553670662
SNRNP48	154007	0.0742968253585053	0.233541735149473
TMEM132D	121256	0.0743459726212927	-0.210230965049882
ATP6V0D2	245972	0.0744223313373239	0.0936063433032355
		0.0744269411716902	0.193452228106032
ZNF549	256051	0.0744351804217076	0.28614550562382
LUZP4	51213	0.0744373211310642	-0.0996710910028606
		0.0744438991109317	-0.390935177764347
		0.074450274464515	0.139410868435553
		0.074450274464515	-0.122061335288218
		0.074450274464515	0.138208291927051
HSD17B7P2///HSD17B7	158160///51478	0.074450274464515	-0.321757509817271
		0.074488124097889	0.219988193885571
TTR	7276	0.074488124097889	-0.136241345048632
UCMA	221044	0.0745002571384609	-0.144928368058643
FUCA2	2519	0.0745117382184032	-0.649263277602714
RPS10-NUDT3///RPS10	100529239///6204	0.074513443623612	0.284980034365454
ABCG8	64241	0.0745465838166745	-0.131249293721616
OR4C45	403257	0.0745788118895364	0.0914859306729845
PSORS1C2///PSORS1C1///CDSN	170680///170679///1041	0.0746259330105124	-0.122386799184695
		0.0746960687228772	-0.339867672032186
UBE2DNL	100131816	0.0747050232314298	-0.131763953675309
CHODL	140578	0.0747056128571503	-0.175181328143219
		0.0747056128571503	-0.113850406052566
C9	735	0.0747532031440987	0.201149794690506
ACTRT2	140625	0.0747700987215742	-0.137021501372072
TVP23C	201158	0.0748489819811791	-0.283181129236723
FAM109A	144717	0.0748509973044925	-0.129139677973363
		0.0748844295396279	-0.0936146950843928
ARFRP1	10139	0.0748855062518884	0.147000979475598
OR51D1	390038	0.0748920016936101	-0.130814541580189
OSBPL9	114883	0.0748920016936101	-0.183987673963525
		0.0748920016936101	0.285904384038977
		0.0748920016936101	0.134957786224563
TM6SF1	53346	0.0749127107106875	-0.76619777245539
FREM1	158326	0.0749362957591381	-0.180354360137315
		0.0749362957591381	-0.153928049273557
		0.0749362957591381	0.172622166698015
PPFIA4	8497	0.0749576059437043	0.204670951585908
DRD3	1814	0.0749576059437043	-0.123443070123188
PRRG1	5638	0.0749576059437043	0.250158608489544
ENTPD6	955	0.0750076645129552	0.257294058911854
		0.0750846070653096	-0.136216943540677
ZNF577	84765	0.0751337834739133	0.32031884980672
NSAP11	100131275	0.0751337834739133	0.114490230366175
LAMP5	24141	0.0751444063250761	0.589043182123368
LIMS2	55679	0.0751449402155143	0.179423609293043
		0.075187787504997	0.211704043907383
HTRA2	27429	0.075187787504997	-0.185967984599137
ILF3-AS1	147727	0.075225779942027	-0.27601099420168
		0.0752965279440883	-0.248382595496333
PSMG2	56984	0.0753098750102736	0.329653520311105
PTPRU	10076	0.0753191974101196	-0.18250154232523
BTBD10	84280	0.0753221791730963	-0.222120350723401
		0.0753228597714324	-0.16353278395655
OR2B2	81697	0.0753389381476269	0.118325271796354
SCRN2	90507	0.0753533167889091	0.189923054613625
OGFRP1	388906	0.0755140563036651	-0.129649561142856
		0.0755142317154536	-0.291175064188985
CFAP65	255101	0.0755226072274173	-0.0984034834687995
GRP	2922	0.075548465550106	-0.150751927967101
PTCH2	8643	0.0755545980966682	0.44847415554944
C2	717	0.0755669868518393	0.303421497757017
		0.075605019071201	-0.210526200109063
		0.075605019071201	-0.116264476190058
		0.075608301081204	0.165049951189164
KRTAP10-12///KRTAP10-3///KRTAP10-2///KRTAP10-11///KRTAP10-1///KRTAP10-9///KRTAP10-7///KRTAP10-6///KRTAP10-4///KRTAP10-10	386685///386682///386679///386678///386677///386676///386675///386674///386672///353333	0.0756714709609191	-0.150418244935276
		0.0756819915928024	-0.0851865073348841
		0.0757710563506583	0.06527296261434
		0.0758022443214181	0.318974898409979
		0.0758022443214181	0.217283754704813
DNAJC27	51277	0.0758471293633875	-0.156109434084929
		0.0759273810282198	-0.207835857628104
PKDREJ	10343	0.075939207205855	0.117633464381191
TUSC1	286319	0.075939207205855	0.236797664937779
DEFB127	140850	0.075939207205855	-0.0784079112335063
		0.0759450208560423	-0.211162196898443
		0.0759941187174649	-0.398652206476489
		0.0759941187174649	0.20751403926104
		0.0760189927579415	0.137721259046845
NEIL1	79661	0.076029530188159	-0.354678857546576
SYT4	6860	0.0760895472664806	-0.136230511330591
RLN3	117579	0.0761186095895705	-0.138002389839086
RPS6KA2	6196	0.0761834493525796	-0.247502987882351
PSAP	5660	0.0762307153916669	-0.357991317860897
		0.0762349657631368	0.271991752561594
PPP2CA	5515	0.076304608957484	0.193036156188271
RPL27///RPL27	6155///6155	0.0763716132391447	0.249007467992671
		0.0763820625999109	-0.149936046935994
ALCAM	214	0.0764215390185743	-0.483847017239581
LIPH	200879	0.0765568187294345	0.27668170160844
		0.076664953988192	0.276238391691754
		0.0767112101951843	0.36508019089934
WDR17	116966	0.0767732091837104	-0.380166968347937
PDE1B	5153	0.0768256399906	0.239116048654744
		0.0768455340089461	0.182645502349544
PRELP	5549	0.0768455340089461	-0.127101657226892
DCST2	127579	0.0769431982187394	-0.154855864185053
HRASLS	57110	0.0769856834447104	-0.149886075645988
USP19	10869	0.0770331967101187	-0.137891647741634
		0.0771242881600441	-0.254140076601642
		0.0771506646749258	-0.189037360325231
APOC4-APOC2///APOC4	100533990///346	0.0772061429609726	-0.166031107204003
C5	727	0.077218563243623	0.328917979583587
SETSIP///SET	646817///6418	0.0772289501824895	0.333879397102805
TBC1D30	23329	0.0772343171315961	-0.393206762382261
		0.0772353031151399	-0.160955572666905
AKR1C1	1645	0.0772573249753718	-0.365094441687646
		0.0773156892486027	-0.168081103628105
		0.0773156892486027	-0.0890573491841575
		0.0773311335300943	0.238670614433395
VDAC2	7417	0.0773347539180688	-0.199170848447523
LOC100133091	100133091	0.0773703855416336	-0.159815204756298
		0.0774337481415466	-0.253044465651349
		0.0774784221080422	-0.062561712191668
C8orf44-SGK3///C8orf44	100533105///56260	0.077511521847	0.25560607788468
COPG1	22820	0.0775901000630217	0.115466924891294
KEL	3792	0.0777253895144665	0.426869487426783
MICA	100507436	0.0779328697130972	-0.17957083653996
HOXB3	3213	0.0779442381731797	0.351918099688181
REM1	28954	0.0779540864885825	-0.172455229011085
HK1	3098	0.077960840619842	-0.348892917632578
PHF7	51533	0.0779620817481793	0.217196099587697
SNORD5///TAF1D	692072///79101	0.0779737215588661	0.272430435881454
HEXA	3073	0.078113781601881	0.243355128274092
FOXJ3	22887	0.0782303924950243	-0.3065802892589
KIAA0196	9897	0.0782303924950243	0.173914784180409
KANK4	163782	0.0782387460165201	-0.107993665794566
TRPC6	7225	0.078238946974208	-0.136426572518327
CPTP	80772	0.0782568690586188	-0.170529736846595
		0.0782967895991554	-0.203563694670837
		0.0783070857442456	0.242584983001432
STK16	8576	0.0783467974973431	-0.192676966403182
		0.0783788285550074	0.0618128576846066
		0.0783968853611227	0.169676707523154
UBASH3A	53347	0.0783968853611227	-0.618126664432323
ADORA2B	136	0.0784657425305709	0.279179890674415
AP3B1	8546	0.0785345063885952	-0.154963962225283
		0.078580454185503	0.300352786353114
CD300E	342510	0.0786438808459397	-0.424770825919362
		0.0786438808459397	0.175780068022525
MSL3P1	151507	0.07865726628146	-0.396195065746467
ULK1	8408	0.0786654063198677	-0.223286229285712
UNC80	285175	0.0786694084857021	-0.115062320191671
		0.0786754568050049	-0.0926158804278567
NEK10	152110	0.0787125886455298	0.249247216432147
RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4	26871///26870///26869///26864///26863///6060	0.0787235188843488	-0.319975274413014
		0.0787635591887887	-0.189129853777401
PRKG1	5592	0.078764492383452	-0.140764155432682
ERICH6	131831	0.0787683877721654	0.0966307279701413
DNAH8	1769	0.0788036894494563	-0.176821053580726
		0.0788641053301687	-0.224786087817811
		0.0788815544892892	-0.099742806653317
LVRN	206338	0.0789530437725036	0.108619367374398
TNKS2	80351	0.0789843958862884	-0.133618080362952
MMP2	4313	0.0789911894808026	0.349318403367241
SRP9	6726	0.0789911894808026	0.450316251991958
KRTAP26-1	388818	0.0789968052316917	-0.125223981935096
C11orf86	254439	0.0789968052316917	-0.140785848385306
GPD1L	23171	0.0790115588886393	0.36494368844985
ACER3	55331	0.0790381638833651	-0.349336186786521
		0.0790749753821299	-0.200108308039339
SLC44A4	80736	0.0790929865775996	-0.195810216044345
LDHD	197257	0.0791020193939331	-0.149043748746648
		0.0791447656888348	-0.279053395762201
KRT8	3856	0.0791478655592084	0.286845069782049
P2RX5-TAX1BP3///TAX1BP3	100533970///30851	0.0791873009673148	0.17876174880958
DHTKD1	55526	0.0792221516906649	0.23465972169712
		0.0792290070855393	0.353497213900949
		0.0792298124831567	0.264565242122651
ANXA2P2	304	0.0793094678466403	-0.601088751918288
		0.0793094678466403	-0.249991338273912
C3orf80	401097	0.0793637984650049	0.367219537765778
PS1TP4///SLC35F5	414327///80255	0.079463146375889	0.275206766804398
KIAA1024L	100127206	0.0795409304628608	0.0888338273976399
		0.0795419239604197	0.111046052008045
ZHX1-C8orf76///ZHX1	100533106///11244	0.079616920175679	0.189463549641698
		0.0796358252418921	-0.164875364436083
ANXA9	8416	0.0796932834326497	-0.177316062201324
		0.0796932834326497	-0.116876115102806
OR52E4	390081	0.0797268730028275	-0.128214287081173
SCOC-AS1	100129858	0.0798836479497931	0.168472845933487
NR0B2	8431	0.0799360322486631	-0.162513115843731
		0.0800511623467611	-0.211541801460932
DCN	1634	0.0800606983674681	0.221678230411227
		0.0800678495117708	-0.0750686009939225
TCTEX1D1	200132	0.0801835645509521	0.524618403542819
SCN11A	11280	0.0801835645509521	0.126089280231359
		0.0801953690631814	-0.205675619580727
		0.0802717745414433	-0.26055888615072
ZBED9	114821	0.0802973411414656	0.217093256998032
		0.0802973411414656	-0.228087736855175
PTPRT	11122	0.0802973411414656	-0.115303259396927
CPM	1368	0.0803295848065743	0.6108570346265
		0.0803423567076374	-0.194484114996246
GRN	2896	0.0804157279541949	-0.444420071310564
CLDN17	26285	0.0804174756797695	0.0976375975910972
		0.0804291929839041	0.387984356688181
BST1	683	0.0804309092745669	-0.65819052026837
		0.0804637352251145	-0.261799550282499
		0.0804810729464094	-0.120711384995351
NDUFS7	374291	0.0804914340935752	0.188660808807975
		0.0805089802513008	-0.214220444441803
KLHL26	55295	0.0805315692667541	0.134934024075092
		0.0805594994830153	0.379381613672274
MICALL2	79778	0.0806346406299388	0.210688716388697
ERO1B	56605	0.0806346406299388	-0.330334291472736
		0.0806369051882016	0.223372586583229
PLEKHA3	65977	0.0806696092534796	0.309223368618095
RANGRF	29098	0.0806754001419329	0.212858555716251
GFER	2671	0.0807238496438771	0.152148391745575
		0.0808063901120449	0.0686804965463974
TPTE2P3	220115	0.0809010230790664	-0.254444437064011
UPRT	139596	0.080907094284479	0.282690979050241
MIR125A	406910	0.0809246230871229	-0.158989437072231
GFRA1	2674	0.0809246230871229	0.448087621705167
ZNF286B///ZNF286A	729288///57335	0.0809453388483886	0.392535869307351
		0.080956172364727	-0.296926731307884
		0.0809841763807013	0.257772332373862
GAS2L1	10634	0.0810156286394844	-0.139688214768102
SNORD55	26811	0.0810268024901097	-0.177987068039688
UFSP1	402682	0.0810886551264321	-0.156638599174501
LDB2	9079	0.0811322308197262	0.22898391915448
		0.0811409656188886	0.103458085654748
AR	367	0.081146449936591	0.357053983981766
		0.081146449936591	-0.107645080730376
LOC105375355///UPK3B	105375355///80761	0.0811575030780774	-0.161942028794742
STK24	8428	0.0811575030780774	-0.165488263740031
DEPDC5	9681	0.0811575030780774	-0.191987118905422
		0.0811714179250193	-0.0733994271823719
CYP2A13///CYP2A7P1///CYP2A7///CYP2A6///CYP2A7	1553///1550///1549///1548///1549	0.081171829770058	-0.146876637305558
TACC2	10579	0.0812348388463823	0.128899578433577
TSPY26P	128854	0.0813055167266089	-0.159582871033434
SLC28A1	9154	0.0813055167266089	-0.10053674424477
EIF4ENIF1	56478	0.0814228794374287	-0.134324702165745
GPRC5C	55890	0.081432888684598	0.13968148046576
FRMD4A	55691	0.0815171252407078	0.181767505338639
GRAMD3	65983	0.0815171252407078	-0.351827422705166
		0.0815322795460693	0.178763916365458
		0.0815666745314276	-0.210357730935455
LOC392364	392364	0.0816177116221211	-0.193854535497409
		0.0816416551437486	-0.123058073553907
TGM1	7051	0.0817174180314014	-0.127630018897552
TMEM156	80008	0.0817987661737729	-0.553707691559987
CLDN23	137075	0.0818257712089876	-0.145558368904883
		0.0818257712089876	0.0830337578224549
NME2	4831	0.0818408523109538	0.183424594991058
DDI1	414301	0.0818408523109538	-0.11129956437672
		0.0818408523109538	0.321957395374754
PSMD9	5715	0.0818833955618763	0.166629575165918
ANXA4	307	0.0818865422739384	-0.393457120340066
TMOD3	29766	0.0818873729968342	-0.13134548836384
		0.0818882655713018	0.133350554657248
GAREM2	150946	0.0819652025327811	-0.124314827969249
WWC1	23286	0.0819932175258137	-0.141457882527445
PER2	8864	0.0820240741014139	0.156054408568215
		0.0821382331220615	0.221894528405683
SNX19	399979	0.0821535226371333	-0.241024237541749
		0.0821535226371333	0.172408493295726
		0.0821952453824776	-0.118482485720723
		0.0822302490707099	-0.0940765090688362
APOA1	335	0.0823148989669109	-0.295987357845339
ARHGAP10	79658	0.0823896093025976	0.354287252849992
EFCAB10	100130771	0.0823991746067736	-0.193536936524942
NUDT11	55190	0.0823991746067736	0.453715597305561
HIGD2B	123346	0.0824256768470969	-0.121790074275167
OSBP2	23762	0.0824417640911073	0.237443369702484
		0.0824418134248733	0.189456854010012
MROH6	642475	0.0825938800987858	-0.274237268012872
GPHB5	122876	0.0825955557006827	-0.152764919602717
		0.0826834896472974	-0.257192145946721
HIST1H2BK	85236	0.0826858943288579	-0.712492855543543
LOC646903	646903	0.0828297507113718	-0.174501910612014
		0.0829408046095833	-0.362964915095652
TNF	7124	0.0829408046095833	-0.397120432647418
SLC6A18	348932	0.0829457441999297	-0.0981906029576232
TGM5	9333	0.0829565188279281	0.264309457770427
AKR1C6P	389932	0.0829590277022821	0.14539498939317
GREM1	26585	0.082973670432189	0.344300886872879
		0.0830118392999356	0.336331287104597
		0.0830738907287859	0.153187684170215
FLJ25758	497049	0.0830829189826695	-0.148546747652066
ZNF676	163223	0.0830829189826695	-0.0965523379629896
SP3P	160824	0.0830927686650966	-0.264999943803503
ADAM18	8749	0.0830927686650966	0.0899248513186119
PEX19	5824	0.0831237477858513	0.147408460196141
		0.0831951273752823	-0.149261730580549
BCL11B	64919	0.0832094883105125	-0.5738698669882
		0.0832345908253278	0.100417164324691
C16orf52	730094	0.0832677798022093	-0.28811177035777
		0.0832783599154506	-0.224460224578398
		0.0832910578087908	-0.138157145773825
LINC00461///MIR9-2	645323///407047	0.0833503801176589	0.0904790561022715
CDC16	8881	0.0833503801176589	0.237514817397106
CHRNA3	1136	0.0833521153124138	0.382701746197926
MAEA	10296	0.0833824868697052	-0.176875169825138
FAM74A6///FAM74A4///FAM74A1	653123///401508///401507	0.0833824868697052	-0.103919429222957
		0.0833860853971535	-0.136156144989987
IL13	3596	0.0833930434974859	-0.138431088956374
		0.0834213401154064	-0.248243122231718
SAR1A	56681	0.0834213401154064	-0.160737670121039
		0.0834589949278978	-0.135661444884142
		0.0834821863840549	-0.106131953528696
		0.0834948669411126	-0.134873790052567
		0.0835679951535838	-0.267912365132666
NXNL1	115861	0.0836844130546092	-0.147107219398891
ARFIP2	23647	0.0837766587742429	0.136049526386914
CSNK1A1L	122011	0.083814221377942	-0.185126476197746
PAQR9	344838	0.0838701889767881	0.214305235339888
TEX38	374973	0.0838717216423746	0.119305365953157
FAR1	84188	0.0839339661465318	0.272838976113531
LRCH1	23143	0.0839958991266979	0.268115106451278
NCOA4	8031	0.0840531182704849	-0.325355951185058
		0.0840616398344565	0.266967197831038
		0.0841181454527566	-0.201039628626854
TAS2R7	50837	0.0841400081230579	0.0830823756343633
		0.0841741261952196	0.193187539505274
CDPF1	150383	0.0842213658041428	0.205730730532269
EBF2	64641	0.0842231598414422	0.136937615112281
ZNF546	339327	0.0842316629409745	0.216112823547649
ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	729171///728747///441430///441425///440482///84210	0.084258284522341	0.302002654147509
		0.0844804456309087	0.411683048178257
GALNT16	57452	0.0845004844845456	-0.15407745514822
CELSR3	1951	0.0845073369251677	0.169033558431428
		0.0845083193796421	0.296434375981224
		0.0845772497012639	-0.160551825446091
		0.0845772497012639	0.30680433831164
SMIM23	644994	0.0846233042339597	-0.145022384419096
C19orf25	148223	0.084707621740447	-0.185069804469697
		0.0847257179560347	-0.0908403699839071
HBE1	3046	0.0847636127706619	0.457884808159484
GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A	101059918///100132979///100132565///729786///728047///653720///653125///653073///653061///643699///440270///390535///283768///23015	0.0847671847470899	0.20847197296263
		0.0847977186909839	-0.170664206659935
FGF1	2246	0.0848824552432277	-0.109826340381727
		0.0849221182128831	-0.0999307313506148
PCDHB16	57717	0.0849546678574438	0.207524979428753
